"date_time","tempinf","humidityin","baromrelin","baromabsin","tempf","battout","humidity","winddir","windspeedmph","windgustmph","maxdailygust","hourlyrainin","eventrainin","dailyrainin","weeklyrainin","monthlyrainin","totalrainin","solarradiation","uv","batt_co2","feelsLike","dewPoint","feelsLikein","dewPointin","lastRain","loc","tempc","tempinc","feelsLikec","feelsLikeinc","dewPointc","dewPointinc"
2021-10-01 00:55:00,77.9,63,30.065,29.678,69.4,1,89,161,1.3,2.2,9.2,0.071,0.213,0.012,0.24,0.012,50.63,0,0,1,70.22,66.01,78.4,64.3,"2021-09-30T15:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.78,25.5,21.23,25.78,18.89,17.94
2021-10-01 01:00:00,77.9,63,30.065,29.678,69.4,1,88,186,0,0,9.2,0.071,0.213,0.012,0.24,0.012,50.63,0,0,1,70.18,65.68,78.4,64.3,"2021-09-30T16:00:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.78,25.5,21.21,25.78,18.71,17.94
2021-10-01 01:05:00,77.9,63,30.068,29.681,69.4,1,88,32,0.7,1.1,9.2,0,0.213,0.012,0.24,0.012,50.63,0,0,1,70.18,65.68,78.4,64.3,"2021-09-30T16:02:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.78,25.5,21.21,25.78,18.71,17.94
2021-10-01 01:10:00,77.9,63,30.068,29.681,69.3,1,87,104,0.7,1.1,9.2,0,0.213,0.012,0.24,0.012,50.63,0,0,1,70.02,65.26,78.4,64.3,"2021-09-30T16:02:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.72,25.5,21.12,25.78,18.48,17.94
2021-10-01 01:15:00,77.9,63,30.068,29.681,69.3,1,87,222,1.1,1.1,9.2,0,0.213,0.012,0.24,0.012,50.63,0,0,1,70.02,65.26,78.4,64.3,"2021-09-30T16:02:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.72,25.5,21.12,25.78,18.48,17.94
2021-10-01 01:20:00,77.9,63,30.068,29.681,69.3,1,86,291,1.3,2.2,9.2,0,0.213,0.012,0.24,0.012,50.63,0,0,1,69.97,64.93,78.4,64.3,"2021-09-30T16:02:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.72,25.5,21.09,25.78,18.29,17.94
2021-10-01 01:25:00,77.9,63,30.056,29.67,69.4,1,86,184,0,0,9.2,0,0.213,0.012,0.24,0.012,50.63,0,0,1,70.08,65.02,78.4,64.3,"2021-09-30T16:02:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.78,25.5,21.16,25.78,18.34,17.94
2021-10-01 01:30:00,77.9,63,30.062,29.675,69.3,1,86,179,0,0,9.2,0,0.213,0.012,0.24,0.012,50.63,0,0,1,69.97,64.93,78.4,64.3,"2021-09-30T16:02:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.72,25.5,21.09,25.78,18.29,17.94
2021-10-01 01:35:00,77.9,63,30.065,29.678,69.4,1,87,227,0.2,1.1,9.2,0.543,0.303,0.102,0.331,0.102,50.72,0,0,1,70.13,65.36,78.4,64.3,"2021-09-30T16:35:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.78,25.5,21.18,25.78,18.53,17.94
2021-10-01 01:40:00,77.9,63,30.059,29.673,68.7,1,88,196,0.9,1.1,9.2,0.85,0.362,0.161,0.39,0.161,50.78,0,0,1,69.41,65,78.4,64.3,"2021-09-30T16:40:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.39,25.5,20.78,25.78,18.33,17.94
2021-10-01 01:45:00,77.9,63,30.062,29.675,68.7,1,89,149,0.9,2.2,9.2,0.472,0.37,0.169,0.398,0.169,50.787,0,0,1,69.45,65.32,78.4,64.3,"2021-09-30T16:45:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.39,25.5,20.81,25.78,18.51,17.94
2021-10-01 01:50:00,77.9,63,30.053,29.667,68.5,1,90,289,0.2,1.1,9.2,0.118,0.37,0.169,0.398,0.169,50.787,0,0,1,69.28,65.45,78.4,64.3,"2021-09-30T16:50:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.28,25.5,20.71,25.78,18.58,17.94
2021-10-01 01:55:00,77.9,63,30.045,29.658,68.5,1,90,235,1.3,2.2,9.2,0,0.37,0.169,0.398,0.169,50.787,0,0,1,69.28,65.45,78.4,64.3,"2021-09-30T16:51:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.28,25.5,20.71,25.78,18.58,17.94
2021-10-01 02:00:00,77.9,63,30.042,29.655,68.5,1,90,282,2.2,2.2,9.2,0.071,0.382,0.181,0.409,0.181,50.799,0,0,1,69.28,65.45,78.4,64.3,"2021-09-30T17:00:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.28,25.5,20.71,25.78,18.58,17.94
2021-10-01 02:05:00,77.9,63,30.036,29.649,68.5,1,89,234,1.1,1.1,9.2,0.071,0.382,0.181,0.409,0.181,50.799,0,0,1,69.23,65.12,78.4,64.3,"2021-09-30T17:05:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.28,25.5,20.68,25.78,18.4,17.94
2021-10-01 02:10:00,77.9,63,30.033,29.646,68.5,1,88,237,1.8,2.2,9.2,0.071,0.382,0.181,0.409,0.181,50.799,0,0,1,69.19,64.8,78.4,64.3,"2021-09-30T17:10:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.28,25.5,20.66,25.78,18.22,17.94
2021-10-01 02:15:00,77.9,63,30.036,29.649,68.5,1,87,199,0.9,1.1,9.2,0,0.382,0.181,0.409,0.181,50.799,0,0,1,69.14,64.47,78.4,64.3,"2021-09-30T17:10:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.28,25.5,20.63,25.78,18.04,17.94
2021-10-01 02:20:00,77.9,63,30.03,29.643,68.5,1,87,22,1.1,1.1,9.2,0,0.382,0.181,0.409,0.181,50.799,0,0,1,69.14,64.47,78.4,64.3,"2021-09-30T17:10:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.28,25.5,20.63,25.78,18.04,17.94
2021-10-01 02:25:00,77.7,63,30.03,29.643,68.5,1,87,270,1.8,2.2,9.2,0,0.382,0.181,0.409,0.181,50.799,0,0,1,69.14,64.47,78.1,64.1,"2021-09-30T17:10:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.28,25.39,20.63,25.61,18.04,17.83
2021-10-01 02:30:00,77.9,63,30.03,29.643,68.7,1,87,61,2.7,3.4,9.2,0,0.382,0.181,0.409,0.181,50.799,0,0,1,69.36,64.67,78.4,64.3,"2021-09-30T17:10:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.39,25.5,20.76,25.78,18.15,17.94
2021-10-01 02:35:00,77.9,63,30.024,29.637,68.7,1,87,239,0.9,1.1,9.2,0,0.382,0.181,0.409,0.181,50.799,0,0,1,69.36,64.67,78.4,64.3,"2021-09-30T17:10:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.39,25.5,20.76,25.78,18.15,17.94
2021-10-01 02:40:00,77.9,63,30.033,29.646,68.7,1,87,187,1.3,2.2,9.2,0,0.382,0.181,0.409,0.181,50.799,0,0,1,69.36,64.67,78.4,64.3,"2021-09-30T17:10:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.39,25.5,20.76,25.78,18.15,17.94
2021-10-01 02:45:00,77.9,63,30.027,29.64,68.5,1,87,99,1.1,2.2,9.2,0.047,0.39,0.189,0.417,0.189,50.807,0,0,1,69.14,64.47,78.4,64.3,"2021-09-30T17:45:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.28,25.5,20.63,25.78,18.04,17.94
2021-10-01 02:50:00,77.7,63,30.024,29.637,68.4,1,88,336,3.8,4.5,9.2,0.047,0.39,0.189,0.417,0.189,50.807,0,0,1,69.08,64.7,78.1,64.1,"2021-09-30T17:50:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.22,25.39,20.6,25.61,18.17,17.83
2021-10-01 02:55:00,77.7,63,30.024,29.637,68.4,1,88,175,0.9,1.1,9.2,0.047,0.39,0.189,0.417,0.189,50.807,0,0,1,69.08,64.7,78.1,64.1,"2021-09-30T17:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.22,25.39,20.6,25.61,18.17,17.83
2021-10-01 03:00:00,77.7,63,30.027,29.64,68.4,1,88,52,0.7,2.2,9.2,0,0.39,0.189,0.417,0.189,50.807,0,0,1,69.08,64.7,78.1,64.1,"2021-09-30T17:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.22,25.39,20.6,25.61,18.17,17.83
2021-10-01 03:05:00,77.7,63,30.021,29.634,68.2,1,88,104,3.1,4.5,9.2,0,0.39,0.189,0.417,0.189,50.807,0,0,1,68.86,64.5,78.1,64.1,"2021-09-30T17:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.11,25.39,20.48,25.61,18.06,17.83
2021-10-01 03:10:00,77.7,63,30.027,29.64,68.2,1,88,348,2,2.2,9.2,0,0.39,0.189,0.417,0.189,50.807,0,0,1,68.86,64.5,78.1,64.1,"2021-09-30T17:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.11,25.39,20.48,25.61,18.06,17.83
2021-10-01 03:15:00,77.7,63,30.024,29.637,68,1,88,27,0.9,1.1,9.2,0,0.39,0.189,0.417,0.189,50.807,0,0,1,68,64.31,78.1,64.1,"2021-09-30T17:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20,25.39,20,25.61,17.95,17.83
2021-10-01 03:20:00,77.7,63,30.024,29.637,68,1,88,41,2.2,2.2,9.2,0,0.39,0.189,0.417,0.189,50.807,0,0,1,68,64.31,78.1,64.1,"2021-09-30T17:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20,25.39,20,25.61,17.95,17.83
2021-10-01 03:25:00,77.7,63,30.018,29.631,68,1,88,47,3.1,4.5,9.2,0,0.39,0.189,0.417,0.189,50.807,0,0,1,68,64.31,78.1,64.1,"2021-09-30T17:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20,25.39,20,25.61,17.95,17.83
2021-10-01 03:30:00,77.7,63,30.009,29.622,68,1,89,14,2.2,3.4,9.2,0,0.39,0.189,0.417,0.189,50.807,0,0,1,68,64.63,78.1,64.1,"2021-09-30T17:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20,25.39,20,25.61,18.13,17.83
2021-10-01 03:35:00,77.7,62,30.006,29.619,68.2,1,88,355,3.8,4.5,9.2,0,0.39,0.189,0.417,0.189,50.807,0,0,1,68.86,64.5,78.1,63.6,"2021-09-30T17:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.11,25.39,20.48,25.61,18.06,17.56
2021-10-01 03:40:00,77.7,62,29.997,29.61,68.2,1,88,48,2.9,4.5,9.2,0,0.39,0.189,0.417,0.189,50.807,0,0,1,68.86,64.5,78.1,63.6,"2021-09-30T17:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.11,25.39,20.48,25.61,18.06,17.56
2021-10-01 03:45:00,77.7,62,29.994,29.608,68.4,1,87,140,2.5,3.4,9.2,0.071,0.402,0.201,0.429,0.201,50.819,0,0,1,69.03,64.37,78.1,63.6,"2021-09-30T18:45:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.22,25.39,20.57,25.61,17.98,17.56
2021-10-01 03:50:00,77.7,62,29.994,29.608,68.2,1,87,51,3.4,4.5,9.2,0.071,0.402,0.201,0.429,0.201,50.819,0,0,1,68.81,64.18,78.1,63.6,"2021-09-30T18:50:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.11,25.39,20.45,25.61,17.88,17.56
2021-10-01 03:55:00,77.5,62,29.986,29.599,68.2,1,87,206,1.6,2.2,9.2,0,0.402,0.201,0.429,0.201,50.819,0,0,1,68.81,64.18,77.9,63.4,"2021-09-30T18:51:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.11,25.28,20.45,25.5,17.88,17.44
2021-10-01 04:00:00,77.5,62,29.991,29.605,68.4,1,87,134,3.8,5.8,9.2,0,0.402,0.201,0.429,0.201,50.819,0,0,1,69.03,64.37,77.9,63.4,"2021-09-30T18:51:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.22,25.28,20.57,25.5,17.98,17.44
2021-10-01 04:05:00,77.5,62,29.991,29.605,68.4,1,88,251,1.6,3.4,9.2,0,0.402,0.201,0.429,0.201,50.819,0,0,1,69.08,64.7,77.9,63.4,"2021-09-30T18:51:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.22,25.28,20.6,25.5,18.17,17.44
2021-10-01 04:10:00,77.5,62,29.997,29.61,68.2,1,88,39,3.8,5.8,9.2,0,0.402,0.201,0.429,0.201,50.819,0,0,1,68.86,64.5,77.9,63.4,"2021-09-30T18:51:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.11,25.28,20.48,25.5,18.06,17.44
2021-10-01 04:15:00,77.5,62,30,29.613,68.2,1,88,302,2.5,4.5,10.3,0.071,0.413,0.213,0.441,0.213,50.831,0,0,1,68.86,64.5,77.9,63.4,"2021-09-30T19:15:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.11,25.28,20.48,25.5,18.06,17.44
2021-10-01 04:20:00,77.5,62,30,29.613,68.2,1,88,340,2,2.2,10.3,0.118,0.421,0.22,0.449,0.22,50.839,0,0,1,68.86,64.5,77.9,63.4,"2021-09-30T19:20:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20.11,25.28,20.48,25.5,18.06,17.44
2021-10-01 04:25:00,77.5,62,29.994,29.608,68,1,89,48,1.3,2.2,10.3,0.118,0.433,0.232,0.461,0.232,50.85,0,0,1,68,64.63,77.9,63.4,"2021-09-30T19:25:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20,25.28,20,25.5,18.13,17.44
2021-10-01 04:30:00,77.5,62,29.997,29.61,67.8,1,89,207,1.3,2.2,10.3,0.118,0.441,0.24,0.469,0.24,50.858,0,0,1,67.8,64.43,77.9,63.4,"2021-09-30T19:30:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.89,25.28,19.89,25.5,18.02,17.44
2021-10-01 04:35:00,77.5,62,29.988,29.602,67.8,1,89,326,4.7,5.8,10.3,0.118,0.453,0.252,0.48,0.252,50.87,0,0,1,67.8,64.43,77.9,63.4,"2021-09-30T19:35:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.89,25.28,19.89,25.5,18.02,17.44
2021-10-01 04:40:00,77.5,62,29.986,29.599,68,1,89,354,3.6,4.5,10.3,0.118,0.461,0.26,0.488,0.26,50.878,0,0,1,68,64.63,77.9,63.4,"2021-09-30T19:40:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",20,25.28,20,25.5,18.13,17.44
2021-10-01 04:45:00,77.5,62,29.98,29.593,67.8,1,89,296,3.1,4.5,10.3,0.118,0.472,0.272,0.5,0.272,50.89,0,0,1,67.8,64.43,77.9,63.4,"2021-09-30T19:45:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.89,25.28,19.89,25.5,18.02,17.44
2021-10-01 04:50:00,77.4,62,29.977,29.59,67.8,1,89,25,2.9,3.4,10.3,0.236,0.492,0.291,0.52,0.291,50.909,0,0,1,67.8,64.43,77.8,63.3,"2021-09-30T19:50:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.89,25.22,19.89,25.44,18.02,17.39
2021-10-01 04:55:00,77.4,62,29.988,29.602,67.6,1,90,24,3.1,4.5,10.3,0.236,0.512,0.311,0.539,0.311,50.929,0,0,1,67.6,64.56,77.8,63.3,"2021-09-30T19:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.78,25.22,19.78,25.44,18.09,17.39
2021-10-01 05:00:00,77.5,63,29.986,29.599,67.6,1,90,179,0.9,2.2,10.3,0.236,0.531,0.331,0.559,0.331,50.949,0,0,1,67.6,64.56,77.9,63.9,"2021-09-30T20:00:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.78,25.28,19.78,25.5,18.09,17.72
2021-10-01 05:05:00,77.5,63,29.994,29.608,67.6,1,90,325,5.1,8.1,10.3,0.189,0.543,0.343,0.571,0.343,50.961,0,0,1,67.6,64.56,77.9,63.9,"2021-09-30T20:05:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.78,25.28,19.78,25.5,18.09,17.72
2021-10-01 05:10:00,77.4,63,30,29.613,67.5,1,90,185,0.4,1.1,10.3,0.189,0.563,0.362,0.591,0.362,50.98,0,0,1,67.5,64.46,77.8,63.8,"2021-09-30T20:10:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.72,25.22,19.72,25.44,18.03,17.67
2021-10-01 05:15:00,77.5,63,29.991,29.605,67.5,1,90,12,3.8,4.5,10.3,0.236,0.583,0.382,0.61,0.382,51,0,0,1,67.5,64.46,77.9,63.9,"2021-09-30T20:15:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.72,25.28,19.72,25.5,18.03,17.72
2021-10-01 05:21:00,77.4,63,29.997,29.61,67.5,1,90,13,1.3,3.4,10.3,0.283,0.61,0.409,0.638,0.409,51.028,0,0,1,67.5,64.46,77.8,63.8,"2021-09-30T20:21:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.72,25.22,19.72,25.44,18.03,17.67
2021-10-01 05:25:00,77.4,63,29.988,29.602,67.5,1,90,6,2.7,4.5,10.3,0.236,0.622,0.421,0.65,0.421,51.039,0,0,1,67.5,64.46,77.8,63.8,"2021-09-30T20:25:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.72,25.22,19.72,25.44,18.03,17.67
2021-10-01 05:30:00,77.4,63,29.988,29.602,67.5,1,90,29,1.8,2.2,10.3,0.165,0.63,0.429,0.657,0.429,51.047,0,0,1,67.5,64.46,77.8,63.8,"2021-09-30T20:30:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.72,25.22,19.72,25.44,18.03,17.67
2021-10-01 05:35:00,77.4,63,29.994,29.608,67.5,1,90,1,2.9,3.4,10.3,0.118,0.642,0.441,0.669,0.441,51.059,0,0,1,67.5,64.46,77.8,63.8,"2021-09-30T20:35:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.72,25.22,19.72,25.44,18.03,17.67
2021-10-01 05:41:00,77.4,63,29.997,29.61,67.5,1,90,300,3.8,5.8,10.3,0.189,0.661,0.461,0.689,0.461,51.079,0,0,1,67.5,64.46,77.8,63.8,"2021-09-30T20:41:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.72,25.22,19.72,25.44,18.03,17.67
2021-10-01 05:45:00,77.4,62,29.991,29.605,67.5,1,90,335,2.5,4.5,10.3,0.189,0.673,0.472,0.701,0.472,51.091,0,0,1,67.5,64.46,77.8,63.3,"2021-09-30T20:45:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.72,25.22,19.72,25.44,18.03,17.39
2021-10-01 05:50:00,77.4,62,29.986,29.599,67.5,1,90,264,2,3.4,10.3,0.26,0.693,0.492,0.72,0.492,51.11,0,0,1,67.5,64.46,77.8,63.3,"2021-09-30T20:50:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.72,25.22,19.72,25.44,18.03,17.39
2021-10-01 05:55:00,77.4,62,29.98,29.593,67.5,1,91,310,2.7,4.5,10.3,0.236,0.713,0.512,0.74,0.512,51.13,0,0,1,67.5,64.78,77.8,63.3,"2021-09-30T20:55:00.000Z","f98ea40ebf5ae0dfb901070ecc53dc58|9e464b13af3a3594c785f532ad6b3e65-1632960000000.json",19.72,25.22,19.72,25.44,18.21,17.39
